,RespondentID,Knowledge,Interest,Algeria,Argentina,Australia,Belgium,Bosnia and Herzegovina,Brazil,Cameroon,Chile,Colombia,Costa Rica,Croatia,Ecuador,England,France,Germany,Ghana,Greece,Honduras,Iran,Italy,Ivory Coast,Japan,Mexico,the Netherlands,Nigeria,Portugal,Russia,South Korea,Spain,Switzerland,United States,Uruguay,China,India,Thailand,Turkey,Cuba,Ethiopia,Vietnam,Ireland,Gender,Age,Household Income,Education,Location
738,3307342928,Advanced,A lot,,,3.0,1.0,,2.0,,,,,,,2.0,1.0,2.0,,3.0,,3.0,5.0,,5.0,5.0,,,,1.0,3.0,4.0,2.0,4.0,,4.0,5.0,4.0,,,4.0,2.0,2.0,Male,30-44,,Bachelor degree,Pacific
739,3307323611,Intermediate,A lot,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Male,30-44,"$25,000 - $49,999",Graduate degree,
740,3307322641,Novice,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,30-44,"$0 - $24,999",High school degree,Middle Atlantic
741,3307315319,Novice,Some,,,,,,,,,,,,,3.0,4.0,3.0,,3.0,,,5.0,,3.0,3.0,,,,2.0,,,,5.0,,3.0,4.0,,,,,,3.0,Male,30-44,"$0 - $24,999",Some college or Associate degree,West North Central
742,3307301938,Intermediate,A lot,,4.0,,4.0,,4.0,,3.0,3.0,4.0,,,2.0,5.0,3.0,2.0,4.0,,,4.0,3.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central
743,3307301017,Intermediate,Not much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic
744,3307294585,Advanced,A lot,,,,,,4.0,,4.0,,,,,,5.0,4.0,,4.0,,5.0,5.0,,5.0,5.0,,,3.0,,5.0,4.0,,4.0,,5.0,5.0,5.0,3.0,3.0,5.0,5.0,,Male,18-29,,Bachelor degree,Pacific
745,3307278839,Expert,A lot,,4.0,,3.0,3.0,4.0,,4.0,4.0,4.0,,4.0,3.0,3.0,3.0,,3.0,,3.0,4.0,,5.0,4.0,3.0,,3.0,2.0,4.0,4.0,3.0,3.0,,5.0,5.0,5.0,3.0,4.0,,5.0,5.0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
746,3307272958,Novice,Not at all,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,4.0,,,,,,3.0,,,,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
747,3307270138,Intermediate,Some,,,,,,,,,,,,,3.0,3.0,4.0,,3.0,,,4.0,,2.0,4.0,3.0,,,,,3.0,,4.0,,2.0,1.0,,,,,,3.0,Male,30-44,"$150,000+",Bachelor degree,East North Central
748,3307266737,Intermediate,A lot,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,Male,30-44,"$150,000+",Graduate degree,Pacific
749,3307247979,Expert,A lot,,4.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,,4.0,,,4.0,,3.0,3.0,2.0,3.0,5.0,,3.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,Male,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
750,3307245634,Advanced,A lot,,,3.0,3.0,,,,,3.0,,,3.0,3.0,4.0,3.0,,4.0,,2.0,5.0,,5.0,4.0,,,,2.0,3.0,4.0,3.0,4.0,,5.0,1.0,2.0,4.0,4.0,,2.0,3.0,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
751,3307240533,Advanced,Some,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,,,,,
752,3307239882,Intermediate,Some,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
753,3307233552,Intermediate,A lot,,,,,,,,,,,,,2.0,3.0,2.0,,2.0,,,3.0,,5.0,3.0,,,,,2.0,,,3.0,,4.0,3.0,,,4.0,1.0,2.0,,Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
754,3307222078,Novice,Some,,,,,,,,,,,,,4.0,,4.0,,4.0,,,5.0,,4.0,5.0,,,,,,5.0,,4.0,,4.0,,,,,,,4.0,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central
755,3307221429,Advanced,Some,,,3.0,,,,,,,,,,2.0,4.0,2.0,3.0,4.0,,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,2.0,3.0,,3.0,4.0,4.0,2.0,,4.0,,3.0,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
756,3307212175,Novice,Not much,,5.0,,5.0,,5.0,,,5.0,5.0,,,4.0,5.0,,,,,,5.0,,,5.0,,,5.0,,,5.0,,5.0,,5.0,2.0,,,5.0,,,5.0,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
757,3307212143,Novice,Some,,,,,,,,,,,,,4.0,4.0,4.0,,4.0,,,5.0,,4.0,5.0,,,,,,4.0,,5.0,,5.0,4.0,5.0,,5.0,,,5.0,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Pacific
758,3307211811,Advanced,A lot,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,Male,30-44,"$50,000 - $99,999",Graduate degree,New England
759,3307201979,Intermediate,Some,,,,,,4.0,,,,,,,2.0,3.0,,,5.0,2.0,,5.0,,4.0,5.0,,,4.0,,,5.0,,5.0,,5.0,5.0,4.0,,4.0,,,4.0,Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
760,3307192535,Novice,A lot,,,,,,,,,,,,,4.0,,,,5.0,,,5.0,,4.0,4.0,4.0,,,,,,,2.0,,4.0,5.0,4.0,,,4.0,,,Male,18-29,"$0 - $24,999",High school degree,West North Central
762,3307188720,Novice,Not much,,,,,,,,,,,,,,3.0,3.0,,,,,3.0,,,3.0,,,,,,,,5.0,,3.0,,,,,,,,Male,18-29,,Bachelor degree,Mountain
763,3307187401,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,3.0,,,,,,,,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
764,3307158081,Advanced,A lot,4.0,4.0,4.0,,4.0,2.0,,4.0,4.0,3.0,,2.0,1.0,1.0,3.0,,4.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,Male,18-29,"$150,000+",High school degree,East North Central
765,3307157659,Intermediate,Some,,,,3.0,,,,3.0,,,,,4.0,,5.0,,3.0,3.0,,5.0,,2.0,4.0,,,3.0,3.0,,5.0,,3.0,,2.0,4.0,5.0,,,3.0,3.0,3.0,Male,18-29,"$0 - $24,999",Bachelor degree,West South Central
766,3307130866,Advanced,A lot,,5.0,5.0,5.0,3.0,5.0,,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,Male,30-44,,Bachelor degree,South Atlantic
767,3307113969,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,3.0,4.0,3.0,,3.0,4.0,3.0,,1.0,,3.0,3.0,,,,,
768,3307110002,Intermediate,Some,,,,,,,,,,,,,3.0,4.0,,,,,,5.0,,5.0,4.0,,,,,,,,4.0,,4.0,,,,,,,3.0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
769,3307105970,Intermediate,Some,,3.0,,,,3.0,,,,,,,2.0,3.0,2.0,,4.0,,,5.0,,2.0,4.0,,,,2.0,4.0,4.0,,4.0,,3.0,2.0,4.0,3.0,4.0,,3.0,2.0,Male,30-44,"$150,000+",Graduate degree,Middle Atlantic
770,3307079617,Intermediate,A lot,,5.0,4.0,4.0,,5.0,4.0,5.0,5.0,5.0,,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,New England
771,3307070883,Intermediate,Some,,3.0,,,,,,,,,,,3.0,4.0,3.0,,3.0,,,4.0,,5.0,3.0,3.0,,3.0,,3.0,4.0,4.0,4.0,,3.0,3.0,3.0,,3.0,,,3.0,Female,> 60,,Some college or Associate degree,Pacific
773,3307013912,Intermediate,Some,,,3.0,,,3.0,,,3.0,3.0,,,3.0,2.0,4.0,,3.0,,,3.0,,3.0,4.0,,,,,,3.0,,3.0,,3.0,3.0,4.0,,,,3.0,3.0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
774,3307007164,Novice,Not much,,,,,,,,,,,,,,,,,,,,4.0,,3.0,5.0,,,,,,,,5.0,,5.0,4.0,,,,,,,Male,18-29,"$25,000 - $49,999",Bachelor degree,East South Central
775,3307003195,Novice,Some,,,,,,,,,,,,,3.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,3.0,,3.0,,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
776,3306994022,Advanced,A lot,,,3.0,4.0,3.0,4.0,,,,3.0,,,2.0,4.0,5.0,,4.0,,,5.0,,3.0,3.0,3.0,,3.0,2.0,3.0,4.0,3.0,3.0,,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
777,3306992383,Expert,A lot,,4.0,3.0,4.0,,4.0,,3.0,2.0,,1.0,3.0,3.0,5.0,4.0,,3.0,,1.0,5.0,,5.0,5.0,4.0,,3.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,,4.0,3.0,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central
778,3306990114,Intermediate,A lot,,,,,,,,,,,,,3.0,,5.0,,4.0,,,3.0,,5.0,4.0,,,,,,,,3.0,,3.0,4.0,4.0,,,3.0,,3.0,Male,18-29,"$150,000+",Some college or Associate degree,East North Central
779,3306986753,Intermediate,A lot,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,,3.0,3.0,3.0,5.0,,5.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
780,3306985628,Novice,Some,4.0,,,,,3.0,,,,,,,1.0,4.0,2.0,,3.0,,,4.0,,4.0,4.0,,,,1.0,,,,3.0,,,4.0,4.0,,3.0,5.0,3.0,1.0,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
781,3306985318,Intermediate,Not much,,2.0,,,,2.0,,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,,4.0,3.0,3.0,,,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,Male,45-60,"$100,000 - $149,999",Graduate degree,West North Central
782,3306981865,Intermediate,Some,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,Male,45-60,"$150,000+",Some college or Associate degree,West South Central
783,3306980283,Novice,Some,,,,,,,,,,,,3.0,,,2.0,,,,,5.0,,,,,,4.0,,,4.0,,5.0,,,,,,,,,,Male,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
784,3306976454,Advanced,A lot,,4.0,4.0,4.0,,4.0,,5.0,4.0,4.0,,4.0,2.0,5.0,4.0,,4.0,4.0,,5.0,3.0,5.0,5.0,2.0,,5.0,3.0,3.0,5.0,3.0,4.0,,4.0,4.0,5.0,,5.0,4.0,5.0,3.0,Male,30-44,"$150,000+",Bachelor degree,Pacific
785,3306975357,Advanced,A lot,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,Male,45-60,,Graduate degree,Mountain
786,3306974944,Novice,Some,,,,,3.0,,,,,,,,3.0,3.0,5.0,,3.0,,,5.0,,,5.0,,,,3.0,,,3.0,5.0,,,,5.0,,,,,5.0,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
787,3306966627,Intermediate,Some,,,,2.0,,3.0,,4.0,4.0,3.0,,3.0,3.0,4.0,2.0,4.0,3.0,3.0,,3.0,,3.0,4.0,,,,,2.0,3.0,,4.0,,3.0,2.0,1.0,,4.0,4.0,,3.0,Male,30-44,"$100,000 - $149,999",High school degree,South Atlantic
788,3306966086,Advanced,A lot,3.0,4.0,3.0,4.0,3.0,4.0,,3.0,,,,,2.0,,3.0,,5.0,,4.0,4.0,,4.0,4.0,4.0,,4.0,3.0,2.0,4.0,,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,Male,45-60,"$100,000 - $149,999",Graduate degree,New England
789,3306965859,Intermediate,Some,,,,,1.0,,,,,,,,3.0,,4.0,,4.0,,,3.0,,1.0,4.0,,,,,,3.0,,,,3.0,3.0,5.0,,,,,,Male,18-29,"$50,000 - $99,999",High school degree,West South Central
790,3306940832,Intermediate,Some,,3.0,3.0,3.0,,5.0,,4.0,5.0,4.0,,,4.0,3.0,3.0,,5.0,,1.0,5.0,3.0,5.0,5.0,,,3.0,2.0,3.0,3.0,2.0,5.0,,5.0,3.0,4.0,,4.0,1.0,,3.0,Male,30-44,"$150,000+",High school degree,West North Central
791,3306931072,Intermediate,Some,,2.0,,,,,,,,4.0,,,3.0,4.0,2.0,,2.0,,,5.0,,3.0,5.0,,,,2.0,3.0,3.0,,3.0,,3.0,5.0,5.0,,4.0,,4.0,3.0,Male,45-60,,Graduate degree,East North Central
792,3306928892,Intermediate,A lot,,,,3.0,,3.0,,,,,,,4.0,4.0,3.0,,5.0,,,5.0,,5.0,4.0,,,,3.0,3.0,4.0,,3.0,,4.0,4.0,3.0,5.0,,3.0,3.0,,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
793,3306924504,Advanced,A lot,,,4.0,,,,,,4.0,4.0,,,3.0,5.0,4.0,,5.0,,5.0,5.0,,4.0,5.0,,3.0,,,5.0,4.0,,4.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,Male,45-60,"$150,000+",Graduate degree,Mountain
794,3306922607,Novice,Some,,,3.0,,,,,3.0,3.0,3.0,,,4.0,4.0,3.0,,,,,5.0,,4.0,5.0,,,4.0,3.0,4.0,5.0,,5.0,,5.0,3.0,,,5.0,,3.0,5.0,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
795,3306920677,Novice,Some,,4.0,4.0,,,,,4.0,,,,,2.0,3.0,3.0,,3.0,,,5.0,,3.0,4.0,,,,,2.0,4.0,,4.0,,5.0,2.0,4.0,,,,2.0,3.0,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
796,3306911860,Intermediate,Some,,,,,,,,,,,,,2.0,2.0,3.0,,3.0,,,4.0,,4.0,4.0,,,,,,,4.0,4.0,,4.0,4.0,,,,,,,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
797,3306910588,Novice,Some,,,,,,,,,,,,,3.0,4.0,4.0,,4.0,,,4.0,,4.0,4.0,,,,,,,,4.0,,4.0,3.0,4.0,,,,4.0,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
798,3306896489,Intermediate,Some,,,,,,,,,,,,,3.0,,3.0,,,,,,,4.0,5.0,,,,,,,,3.0,,4.0,4.0,3.0,,,5.0,4.0,3.0,Male,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
799,3306893913,Advanced,A lot,,4.0,3.0,5.0,2.0,4.0,,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,Male,45-60,"$150,000+",Bachelor degree,Middle Atlantic
800,3306873611,Intermediate,A lot,,3.0,,4.0,,3.0,,,,,,,4.0,2.0,3.0,,5.0,,3.0,4.0,,4.0,5.0,,,,,,3.0,,3.0,,4.0,5.0,5.0,,3.0,,4.0,,Male,18-29,"$100,000 - $149,999",Bachelor degree,South Atlantic
801,3306861740,Advanced,Some,,3.0,3.0,3.0,,4.0,,4.0,4.0,4.0,,,3.0,4.0,4.0,,4.0,,,4.0,,4.0,4.0,4.0,,4.0,2.0,,4.0,4.0,4.0,,4.0,2.0,3.0,,,2.0,2.0,3.0,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
802,3306861241,Novice,Not at all,,,4.0,,,3.0,,,,,,,3.0,,4.0,2.0,4.0,,3.0,4.0,,3.0,4.0,,,,,,,,5.0,,3.0,,,,,,,3.0,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
803,3306860174,Novice,A lot,,,,,,,,,,,,,3.0,2.0,3.0,,3.0,,2.0,5.0,,1.0,3.0,,,3.0,,1.0,4.0,3.0,4.0,,3.0,1.0,2.0,,3.0,,,3.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
804,3306859057,Intermediate,Some,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
805,3306856750,Intermediate,Some,,,,,,,,,,,,,3.0,5.0,5.0,,5.0,,,5.0,,3.0,4.0,,,4.0,,3.0,4.0,,5.0,,4.0,3.0,5.0,,,1.0,,4.0,Male,45-60,"$0 - $24,999",Graduate degree,Middle Atlantic
806,3306855448,Intermediate,A lot,,3.0,3.0,,,,,,,,,,3.0,3.0,3.0,,3.0,,,5.0,,4.0,1.0,4.0,,3.0,1.0,,3.0,3.0,5.0,,3.0,1.0,,,3.0,,,3.0,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
807,3306853068,Advanced,Some,,,,,,,,,,,,,5.0,4.0,3.0,,3.0,,,4.0,,4.0,3.0,,,,,3.0,3.0,,4.0,3.0,4.0,4.0,5.0,,,,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain
808,3306831203,Advanced,A lot,3.0,4.0,4.0,3.0,,4.0,3.0,5.0,4.0,3.0,,5.0,2.0,4.0,3.0,,5.0,3.0,,5.0,,4.0,4.0,,,4.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,,4.0,3.0,Male,45-60,,Some college or Associate degree,Mountain
809,3306830935,Intermediate,Some,,,,,,,,,,,,,2.0,3.0,3.0,,4.0,,2.0,4.0,,4.0,4.0,3.0,,,1.0,,4.0,,4.0,,4.0,2.0,3.0,,4.0,,,3.0,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
810,3306830833,Novice,Not much,,,,,,,,,,,,,,2.0,3.0,,4.0,,,5.0,,,4.0,,,4.0,,,4.0,,5.0,,4.0,2.0,,,,,,,Male,45-60,"$150,000+",Graduate degree,New England
811,3306829845,Novice,Not much,,,,,,,,,,,,,3.0,,3.0,,,,,5.0,,,3.0,,,,,,,,5.0,,,1.0,,,,,,,Male,30-44,"$0 - $24,999",Bachelor degree,New England
812,3306822719,Advanced,A lot,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
813,3306817151,Intermediate,A lot,,,,,,,,,,,,,4.0,4.0,,,,4.0,,4.0,,4.0,4.0,,,,4.0,,4.0,,4.0,,4.0,4.0,3.0,,4.0,4.0,3.0,,Male,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
814,3306810609,Intermediate,Some,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
815,3306785904,Advanced,Some,,,,,,5.0,,,,,,,2.0,5.0,2.0,,5.0,,5.0,5.0,,5.0,5.0,,,,,5.0,5.0,,5.0,,5.0,5.0,5.0,,,,5.0,,Male,45-60,"$0 - $24,999",Bachelor degree,Pacific
816,3306762931,Novice,Not at all,,,,3.0,,,,3.0,,,,,4.0,4.0,3.0,,,,,4.0,,2.0,3.0,,,,,,4.0,,2.0,,4.0,3.0,,,,,,3.0,Male,45-60,"$100,000 - $149,999",High school degree,Middle Atlantic
817,3306757329,Novice,Not at all,,,,,,,,,,,,,,3.0,3.0,,3.0,,,3.0,,3.0,3.0,,,,,,,,3.0,,3.0,3.0,3.0,,,,,,,,,,
818,3306757245,Intermediate,A lot,,,,4.0,,,,,,,,,2.0,4.0,2.0,,5.0,,,5.0,,3.0,4.0,,,,2.0,3.0,4.0,,4.0,,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,Mountain
819,3306756801,Advanced,Not much,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,,,1.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
820,3306752369,Novice,Some,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,4.0,,3.0,3.0,4.0,,,,3.0,3.0,,,,,
821,3306752043,Novice,Some,,,,,,,,,,,,,,3.0,3.0,,3.0,,,3.0,,3.0,3.0,,,,,,,,3.0,,3.0,3.0,3.0,,,,,,Male,45-60,,Bachelor degree,Pacific
822,3306748802,Advanced,Some,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,Male,30-44,,Graduate degree,South Atlantic
823,3306741884,Advanced,Some,,,,,,,,,,,,,,4.0,5.0,,,,,5.0,,5.0,5.0,,,,,5.0,,,5.0,,5.0,3.0,,,5.0,,4.0,5.0,Male,30-44,,,South Atlantic
824,3306719947,Expert,A lot,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
825,3306715049,Advanced,A lot,,,,,,,,,,,,3.0,2.0,5.0,2.0,,4.0,,,5.0,,,5.0,,,,2.0,4.0,4.0,,3.0,,5.0,5.0,4.0,,4.0,3.0,4.0,3.0,Male,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
827,3306700381,Advanced,A lot,,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,,3.0,3.0,3.0,4.0,,5.0,4.0,3.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,2.0,Male,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
828,3306692523,Advanced,A lot,,,,4.0,,,,,4.0,,,4.0,2.0,5.0,3.0,,4.0,4.0,,5.0,,4.0,4.0,2.0,,,,4.0,4.0,4.0,3.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,Male,18-29,"$25,000 - $49,999",Bachelor degree,West North Central
829,3306684028,Novice,Not much,,,,,,,,,,,,,,,,,3.0,,,3.0,,,3.0,,,,,4.0,,,4.0,,4.0,3.0,,,,,,3.0,Male,45-60,"$150,000+",Graduate degree,Pacific
830,3306678877,Intermediate,Some,,,3.0,,,,,,,,,,3.0,5.0,4.0,,4.0,,,4.0,,3.0,4.0,,,,,,,,4.0,,4.0,4.0,4.0,,,,,3.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
831,3306676227,Novice,Not much,1.0,3.0,4.0,3.0,1.0,3.0,,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,Male,45-60,"$25,000 - $49,999",High school degree,West South Central
832,3306673289,Advanced,A lot,3.0,4.0,3.0,3.0,,4.0,,4.0,4.0,3.0,,4.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,,5.0,5.0,3.0,,4.0,3.0,,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
833,3306672594,Intermediate,Some,,,,,,,,,,,,,3.0,4.0,3.0,,4.0,,,5.0,,4.0,4.0,,,,,3.0,,3.0,5.0,,5.0,5.0,5.0,,4.0,,,,Male,45-60,,Bachelor degree,South Atlantic
